Paket_id,Vikt,Förtjänst,Deadline
2241331346,2.6,7,0
2241331349,2.4,4,4
2241331352,1.2,3,5
2241331357,0.2,5,5
2241331363,3.0,7,5
2241331365,1.2,3,1
2241331369,1.8,6,3
2241331371,1.4,4,9
2241331374,11.8,5,0
2241331378,2.6,8,5
2241331384,0.1,8,1
2241331390,1.8,4,3
2241331394,3.3,5,8
2241331398,7.8,7,0
2241331400,7.4,1,7
2241331404,2.0,9,8
2241331406,8.9,6,-5
2241331409,5.0,7,6
2241331411,10.8,8,2
2241331413,0.4,8,0
2241331418,5.4,8,7
2241331422,5.4,4,6
2241331428,7.7,1,3
2241331434,0.9,3,2
2241331437,7.2,2,9
2241331442,11.0,3,6
2241331443,10.9,3,3
2241331447,3.9,6,9
2241331452,2.5,3,9
2241331453,2.9,9,7
2241331455,10.5,1,2
2241331460,0.3,3,6
2241331461,6.6,1,3
2241331462,0.6,7,1
2241331465,3.9,7,8
2241331470,7.4,3,3
2241331472,11.7,8,0
2241331477,2.5,5,4
2241331483,2.3,3,2
2241331486,5.6,1,0
2241331492,10.3,7,6
2241331493,2.8,5,8
2241331495,6.6,7,3
2241331500,1.7,5,1
2241331506,10.2,5,4
2241331511,2.1,5,0
2241331517,2.9,6,9
2241331518,7.8,3,4
2241331522,10.3,8,5
2241331527,6.9,2,3
2241331528,10.3,3,8
2241331530,7.3,8,7
2241331536,4.7,2,1
2241331539,9.7,9,7
2241331543,2.5,8,7
2241331544,6.6,9,1
2241331548,9.7,3,1
2241331549,5.3,4,2
2241331554,11.8,3,3
2241331555,11.9,8,7
2241331557,9.2,6,6
2241331562,9.4,3,1
2241331568,12.0,5,6
2241331573,4.0,1,-4
2241331575,9.8,7,1
2241331578,2.5,3,5
2241331584,9.0,5,6
2241331588,3.8,1,8
2241331593,11.2,4,1
2241331599,0.4,7,1
2241331604,2.4,3,9
2241331605,9.0,2,5
2241331608,2.5,4,5
2241331613,4.0,3,0
2241331618,4.6,4,1
2241331620,5.1,8,4
2241331623,3.8,4,0
2241331624,4.1,1,2
2241331625,9.2,2,-4
2241331627,9.7,7,6
2241331633,10.4,9,7
2241331634,11.7,4,7
2241331635,7.3,7,1
2241331641,8.7,2,6
2241331646,1.4,6,0
2241331648,9.5,4,8
2241331650,4.0,8,-3
2241331653,1.8,3,0
2241331658,7.0,6,3
2241331659,9.0,3,8
2241331662,7.3,2,2
2241331665,10.6,9,0
2241331669,4.5,7,8
2241331670,11.0,4,6
2241331675,6.3,2,3
2241331677,1.2,6,5
2241331681,3.9,4,1
2241331687,7.1,3,3
2241331690,2.9,6,3
2241331691,8.0,9,8
2241331696,3.0,1,6
2241331700,5.4,8,3
2241331701,0.3,6,7
2241331704,6.0,3,1
2241331706,1.2,3,2
2241331709,6.6,7,4
2241331714,4.5,8,0
2241331715,1.1,3,9
2241331718,1.1,1,8
2241331721,2.5,4,9
2241331722,1.9,2,5
2241331728,8.8,6,7
2241331729,3.4,2,2
2241331735,11.8,8,8
2241331737,6.7,5,4
2241331742,4.6,8,7
2241331744,11.0,7,9
2241331747,5.4,5,7
2241331751,7.6,7,6
2241331752,5.5,8,4
2241331754,0.8,4,8
2241331756,10.6,8,8
2241331757,7.8,2,4
2241331763,8.3,1,7
2241331764,6.4,4,8
2241331769,1.4,5,6
2241331772,0.7,4,5
2241331777,0.6,5,5
2241331783,10.2,9,7
2241331787,2.6,5,2
2241331791,3.7,3,4
2241331796,2.1,9,6
2241331798,1.3,5,2
2241331800,1.8,1,2
2241331804,6.2,3,1
2241331810,0.5,4,4
2241331813,2.9,4,4
2241331819,11.2,7,5
2241331823,3.7,9,4
2241331825,0.5,3,-2
2241331830,1.8,3,5
2241331833,10.0,2,6
2241331836,11.4,3,0
2241331839,11.4,2,3
2241331843,1.0,4,1
2241331849,1.1,3,8
2241331850,3.2,4,0
2241331853,2.6,8,4
2241331856,4.0,4,4
2241331858,4.8,7,1
2241331862,2.4,5,5
2241331863,6.0,4,8
2241331869,0.9,5,2
2241331872,6.8,4,-2
2241331875,9.3,4,2
2241331881,11.0,8,9
2241331883,4.4,4,3
2241331884,6.6,2,1
2241331885,2.3,4,6
2241331890,8.0,6,9
2241331893,1.9,4,8
2241331896,11.5,8,3
2241331902,5.8,1,8
2241331905,1.5,5,2
2241331908,0.8,6,7
2241331909,10.2,8,-3
2241331913,3.5,8,4
2241331918,10.1,5,6
2241331920,2.5,3,8
2241331921,10.2,9,1
2241331925,11.1,8,1
2241331931,1.4,6,7
2241331934,3.0,4,5
2241331940,0.5,4,2
2241331944,2.5,4,8
2241331945,8.5,1,7
2241331948,3.7,6,-5
2241331949,3.7,5,8
2241331951,4.9,6,5
2241331953,1.3,6,6
2241331955,2.6,3,0
2241331957,3.2,9,8
2241331959,2.4,8,6
2241331964,11.8,2,7
2241331965,7.7,4,3
2241331969,2.8,5,0
2241331972,0.3,6,4
2241331973,3.9,7,5
2241331976,3.5,3,9
2241331981,1.4,6,2
2241331984,4.6,3,6
2241331987,11.4,2,-5
2241331991,2.0,6,0
2241331996,3.0,5,2
2241332001,9.5,9,6
2241332003,8.3,1,6
2241332006,8.4,3,8
2241332012,7.3,9,8
2241332014,8.1,8,6
2241332017,5.8,2,1
2241332018,7.7,6,3
2241332021,11.3,8,8
2241332023,9.7,9,7
2241332026,9.4,4,7
2241332031,1.3,2,1
2241332036,0.9,5,0
2241332037,1.0,3,9
2241332038,11.9,5,3
2241332043,5.2,3,3
2241332048,9.5,3,9
2241332053,2.6,9,1
2241332055,8.4,5,8
2241332058,0.3,1,3
2241332059,3.7,8,2
2241332064,3.4,9,8
2241332070,4.2,1,8
2241332074,1.2,6,5
2241332080,1.1,3,8
2241332084,0.5,5,4
2241332088,10.5,9,9
2241332092,4.3,7,5
2241332093,11.1,7,9
2241332095,6.4,8,1
2241332100,4.3,6,4
2241332105,1.6,2,9
2241332107,1.7,9,8
2241332109,2.9,4,1
2241332113,2.1,4,6
2241332117,0.2,6,4
2241332118,11.6,3,2
2241332122,0.6,5,6
2241332123,1.8,4,6
2241332128,7.0,9,8
2241332134,2.6,5,1
2241332140,2.5,5,2
2241332144,2.0,4,2
2241332147,3.1,7,9
2241332150,1.8,4,9
2241332153,0.4,1,4
2241332155,8.6,1,5
2241332160,9.2,1,0
2241332166,8.5,4,5
2241332168,4.0,3,-1
2241332169,9.4,8,0
2241332174,7.4,2,3
2241332177,5.7,7,1
2241332179,11.2,6,8
2241332181,0.1,2,4
2241332183,2.8,3,8
2241332189,4.5,3,-1
2241332192,4.4,3,9
2241332198,1.8,4,1
2241332202,4.9,7,3
2241332206,0.2,4,9
2241332209,1.9,5,8
2241332211,1.3,3,0
2241332216,0.1,9,0
2241332217,10.8,4,8
2241332221,0.8,4,9
2241332222,7.0,4,-5
2241332227,3.0,7,9
2241332233,10.2,7,7
2241332235,7.4,9,0
2241332240,3.2,9,-5
2241332245,2.0,9,5
2241332247,6.8,8,6
2241332252,10.6,7,-4
2241332258,1.9,1,4
2241332261,6.9,3,1
2241332263,5.2,1,9
2241332264,0.8,2,9
2241332266,1.8,7,8
2241332268,2.7,2,3
2241332269,3.4,2,9
2241332273,9.0,6,5
2241332275,0.8,1,-5
2241332277,2.6,3,6
2241332282,2.5,8,8
2241332285,0.4,3,3
2241332286,4.9,7,1
2241332291,1.3,7,3
2241332293,1.2,7,0
2241332299,11.2,5,6
2241332304,7.7,5,8
2241332306,0.3,4,0
2241332312,8.2,9,7
2241332313,1.9,3,7
2241332317,11.8,5,5
2241332320,8.5,1,9
2241332323,1.4,3,0
2241332328,0.9,6,7
2241332329,6.2,2,7
2241332330,7.1,3,7
2241332333,0.2,8,8
2241332338,0.2,3,1
2241332341,4.5,2,6
2241332343,1.4,6,6
2241332349,2.0,1,-5
2241332354,2.5,6,3
2241332356,10.2,6,5
2241332358,7.3,7,8
2241332360,2.2,4,-3
2241332362,10.9,8,1
2241332368,0.4,5,3
2241332374,0.5,6,7
2241332378,1.1,6,7
2241332380,2.9,5,4
2241332386,1.4,6,3
2241332392,1.1,5,8
2241332397,5.9,3,3
2241332400,7.4,8,1
2241332405,8.9,9,7
2241332407,1.7,5,3
2241332409,6.3,9,8
2241332415,9.3,9,6
2241332418,10.4,6,2
2241332424,7.5,4,-2
2241332428,4.2,4,2
2241332432,0.9,6,6
2241332434,8.0,9,9
2241332440,2.1,4,7
2241332445,10.6,2,0
2241332449,9.0,9,4
2241332450,9.4,8,5
2241332453,1.4,4,1
2241332454,1.6,6,3
2241332459,1.1,5,-4
2241332465,7.8,9,6
2241332471,6.3,6,7
2241332477,0.7,6,7
2241332481,5.1,8,2
2241332485,2.5,5,8
2241332487,5.3,3,5
2241332493,5.2,6,4
2241332497,0.3,5,4
2241332498,4.6,3,5
2241332502,4.8,5,-4
2241332505,7.6,5,3
2241332507,4.8,5,1
2241332509,1.5,9,8
2241332512,5.5,9,4
2241332513,1.9,4,2
2241332518,2.5,2,5
2241332520,9.4,3,-4
2241332523,5.1,7,-2
2241332529,9.4,1,4
2241332532,1.3,5,8
2241332538,11.2,5,2
2241332540,2.0,7,6
2241332544,1.6,6,4
2241332549,7.0,9,1
2241332555,1.2,3,6
2241332558,3.8,5,2
2241332563,11.6,6,2
2241332566,11.4,1,8
2241332567,11.0,6,1
2241332573,5.9,5,4
2241332575,10.0,5,5
2241332578,11.9,1,-1
2241332582,9.9,9,6
2241332585,1.1,4,4
2241332589,8.1,9,-1
2241332594,6.8,5,9
2241332599,7.8,8,4
2241332601,4.3,3,-3
2241332607,1.9,3,2
2241332610,4.2,4,7
2241332612,4.2,1,0
2241332613,0.7,5,2
2241332615,2.6,6,5
2241332617,5.2,9,7
2241332618,0.4,7,5
2241332619,6.3,3,0
2241332620,4.0,2,3
2241332626,0.2,9,-1
2241332627,2.1,6,3
2241332632,8.9,1,2
2241332636,5.3,5,1
2241332637,3.0,3,2
2241332641,3.4,9,7
2241332642,11.6,8,4
2241332645,6.5,4,1
2241332649,2.8,7,7
2241332651,11.0,4,9
2241332654,6.7,5,6
2241332659,0.1,3,6
2241332661,0.8,5,3
2241332667,6.6,3,0
2241332671,1.7,3,0
2241332676,1.5,5,4
2241332679,5.0,3,1
2241332684,6.9,5,0
2241332689,11.0,4,5
2241332690,11.8,8,4
2241332694,7.6,9,3
2241332695,0.8,3,1
2241332696,1.8,3,8
2241332700,8.4,1,1
2241332705,5.0,6,-1
2241332709,8.3,1,1
2241332714,0.1,6,5
2241332719,2.9,1,2
2241332720,0.5,6,2
2241332723,10.6,8,0
2241332724,7.0,9,1
2241332727,9.9,3,5
2241332728,1.2,4,3
2241332730,11.6,1,5
2241332734,0.5,5,3
2241332740,9.0,7,1
2241332744,2.8,3,-4
2241332749,5.2,6,-3
2241332751,8.2,1,3
2241332755,9.2,8,9
2241332760,8.6,1,-4
2241332765,1.8,6,9
2241332769,0.2,5,4
2241332770,2.6,6,2
2241332771,8.8,9,6
2241332772,5.2,8,0
2241332777,3.0,4,9
2241332782,1.0,4,7
2241332787,11.1,4,9
2241332793,7.3,1,4
2241332798,0.2,1,4
2241332799,2.7,5,3
2241332805,2.3,5,9
2241332811,6.7,2,8
2241332816,4.3,1,1
2241332819,8.0,2,9
2241332821,11.8,6,7
2241332827,2.6,6,9
2241332833,10.1,8,7
2241332835,3.5,1,-1
2241332838,11.8,9,-1
2241332844,1.2,4,2
2241332845,0.7,6,1
2241332850,0.5,3,7
2241332855,7.0,1,-4
2241332859,6.8,6,7
2241332865,1.5,7,2
2241332867,0.6,9,0
2241332868,10.1,2,8
2241332873,2.6,5,4
2241332875,3.6,2,0
2241332879,9.5,6,9
2241332885,1.9,3,1
2241332886,4.3,1,0
2241332889,1.0,4,8
2241332893,10.7,2,0
2241332895,1.6,2,6
2241332897,5.3,2,-3
2241332898,10.7,8,-3
2241332899,4.0,5,9
2241332905,2.5,9,5
2241332907,10.1,3,2
2241332911,4.9,3,5
2241332917,0.6,8,8
2241332923,0.4,6,2
2241332927,9.4,8,7
2241332932,5.8,3,3
2241332937,2.3,2,5
2241332938,1.4,3,4
2241332940,3.1,2,5
2241332941,2.9,5,4
2241332946,2.4,6,8
2241332951,4.6,6,1
2241332954,3.7,4,5
2241332956,7.0,1,9
2241332961,9.2,4,7
2241332966,6.2,5,0
2241332972,9.1,4,-2
2241332976,3.1,6,3
2241332978,10.0,6,6
2241332982,4.9,5,6
2241332983,2.0,4,4
2241332984,7.2,2,5
2241332987,3.4,1,1
2241332992,7.3,2,-2
2241332996,6.3,7,0
2241332999,9.2,2,0
2241333003,2.3,3,9
2241333005,1.2,8,6
2241333008,11.8,8,9
2241333009,9.8,2,2
2241333013,1.6,4,0
2241333014,3.4,6,0
2241333019,6.9,2,5
2241333023,2.2,6,3
2241333029,0.8,5,7
2241333031,10.7,3,5
2241333034,2.4,3,5
2241333035,10.1,2,9
2241333038,0.5,4,8
2241333042,2.4,3,9
2241333043,1.0,4,6
2241333048,1.0,3,5
2241333052,3.0,9,0
2241333053,5.3,4,6
2241333057,2.2,7,2
2241333058,10.4,3,7
2241333061,2.2,7,0
2241333064,5.8,6,4
2241333066,8.0,6,2
2241333071,9.9,4,8
2241333074,7.6,3,6
2241333075,0.2,6,8
2241333078,0.6,4,0
2241333079,6.0,7,6
2241333083,3.4,2,0
2241333089,7.7,2,-4
2241333090,1.5,3,5
2241333094,5.1,8,4
2241333096,11.6,3,8
2241333099,7.1,1,-4
2241333102,4.1,1,4
2241333107,4.9,2,4
2241333111,6.9,9,1
2241333116,1.8,3,6
2241333122,4.7,3,8
2241333123,7.2,8,2
2241333127,11.8,7,8
2241333131,10.0,6,9
2241333135,0.1,6,4
2241333136,0.8,8,3
2241333139,6.2,5,8
2241333140,8.2,9,4
2241333143,7.2,4,4
2241333144,7.9,8,0
2241333149,11.6,9,0
2241333150,2.9,4,9
2241333153,2.6,1,6
2241333158,0.9,5,5
2241333161,5.2,7,2
2241333166,2.2,8,5
2241333168,1.7,4,5
2241333174,1.3,6,5
2241333175,9.1,4,4
2241333176,7.2,4,8
2241333180,10.7,2,5
2241333183,10.5,9,5
2241333189,6.4,9,2
2241333193,2.1,5,4
2241333195,2.5,6,9
2241333200,10.0,4,9
2241333206,1.0,5,9
2241333209,4.2,9,2
2241333215,2.3,8,6
2241333217,10.8,9,9
2241333222,7.1,1,-4
2241333228,0.3,3,3
2241333232,9.2,1,1
2241333233,6.7,5,-4
2241333234,5.7,6,9
2241333236,4.4,7,5
2241333239,9.1,1,8
2241333240,9.0,1,9
2241333245,6.0,2,4
2241333247,1.0,4,2
2241333253,0.3,3,2
2241333255,7.3,1,4
2241333258,3.6,7,9
2241333262,3.2,9,5
2241333263,5.3,2,0
2241333268,8.0,4,5
2241333273,2.1,3,4
2241333276,6.7,1,2
2241333277,8.9,2,9
2241333281,2.9,6,5
2241333285,0.1,6,0
2241333288,0.4,5,5
2241333294,2.5,6,5
2241333297,9.3,6,-3
2241333301,5.6,8,8
2241333305,2.8,6,5
2241333307,5.6,2,7
2241333310,9.5,9,5
2241333313,2.3,6,3
2241333319,2.2,4,4
2241333321,9.7,6,6
2241333327,4.0,5,9
2241333328,9.3,8,6
2241333333,0.8,5,0
2241333337,0.8,7,-3
2241333339,7.5,3,1
2241333342,10.2,8,-5
2241333346,8.8,2,8
2241333348,4.3,2,8
2241333353,6.9,8,7
2241333355,6.3,9,-1
2241333358,4.2,1,-1
2241333361,9.3,2,5
2241333364,7.3,3,4
2241333369,11.1,1,-1
2241333372,1.9,9,-2
2241333378,0.2,5,3
2241333382,2.6,7,6
2241333387,2.9,3,1
2241333393,5.0,9,9
2241333395,6.8,6,1
2241333398,9.1,4,1
2241333399,4.8,9,-3
2241333404,8.5,7,7
2241333405,5.5,4,8
2241333410,3.9,4,5
2241333415,7.7,8,3
2241333416,4.1,2,5
2241333417,5.1,5,6
2241333418,3.6,3,4
2241333422,2.0,5,0
2241333426,6.4,7,6
2241333427,9.3,9,3
2241333430,5.7,6,0
2241333432,10.1,3,4
2241333437,1.1,8,8
2241333440,0.2,4,5
2241333442,1.8,4,3
2241333443,2.4,6,-5
2241333445,5.2,8,6
2241333448,6.0,3,5
2241333450,9.8,5,-4
2241333451,10.7,6,6
2241333457,1.4,3,8
2241333459,7.4,4,-3
2241333463,5.7,4,2
2241333468,9.7,1,3
2241333471,1.5,6,2
2241333476,4.4,6,4
2241333480,10.7,8,6
2241333484,10.7,2,0
2241333489,7.2,1,-1
2241333491,1.9,6,7
2241333495,8.8,2,8
2241333499,0.5,3,0
2241333503,1.6,3,8
2241333505,2.0,6,9
2241333511,3.0,3,8
2241333517,1.0,4,5
2241333523,9.7,3,9
2241333526,10.3,3,2
2241333532,0.5,1,3
2241333538,11.1,2,8
2241333539,1.6,6,9
2241333540,6.6,2,-3
2241333543,3.9,4,2
2241333547,2.5,6,8
2241333550,10.9,7,1
2241333556,7.0,1,8
2241333558,2.2,1,3
2241333562,2.7,4,6
2241333565,7.5,9,4
2241333568,4.6,7,8
2241333573,2.9,6,1
2241333575,0.5,5,2
2241333580,11.4,9,1
2241333585,1.0,7,8
2241333591,12.0,1,3
2241333592,0.7,6,0
2241333593,6.0,2,6
2241333596,4.3,7,1
2241333600,7.7,9,5
2241333603,2.8,4,9
2241333605,5.6,1,4
2241333608,11.1,1,0
2241333614,9.6,3,5
2241333616,11.7,9,2
2241333618,8.9,2,-1
2241333621,2.1,4,-5
2241333622,1.3,3,9
2241333625,6.2,9,-2
2241333627,8.8,9,3
2241333628,3.7,6,8
2241333633,5.3,5,8
2241333635,11.6,9,4
2241333637,7.6,9,7
2241333643,9.0,2,9
2241333645,1.5,6,4
2241333650,9.1,6,4
2241333654,8.2,8,4
2241333659,0.8,5,5
2241333661,2.3,6,2
2241333665,0.6,8,1
2241333669,11.9,7,3
2241333672,4.4,1,3
2241333674,6.5,9,4
2241333676,2.0,5,4
2241333682,2.8,3,-2
2241333686,5.9,6,2
2241333691,7.1,1,-3
2241333694,1.0,5,6
2241333698,4.7,1,0
2241333702,5.4,4,9
2241333705,0.5,9,3
2241333706,8.0,5,-2
2241333708,10.9,2,0
2241333711,0.5,3,0
2241333713,1.2,1,4
2241333719,1.8,2,9
2241333725,4.3,7,7
2241333729,10.6,9,1
2241333731,3.7,7,3
2241333734,2.9,4,8
2241333740,5.1,8,2
2241333745,8.5,5,7
2241333746,4.4,4,2
2241333748,9.2,7,9
2241333753,1.6,1,9
2241333758,10.4,2,5
2241333762,3.6,8,6
2241333763,4.0,6,1
2241333766,10.1,5,2
2241333768,1.5,3,0
2241333769,4.8,3,-3
2241333771,0.3,6,3
2241333773,8.6,1,0
2241333779,1.4,6,4
2241333784,10.0,1,0
2241333790,3.2,6,7
2241333792,5.6,4,3
2241333796,9.7,4,3
2241333798,11.7,9,7
2241333801,7.1,1,9
2241333805,3.7,1,2
2241333810,0.3,5,2
2241333812,10.6,2,6
2241333816,9.1,5,8
2241333817,6.4,3,0
2241333820,1.3,4,8
2241333826,2.6,3,0
2241333828,0.1,5,8
2241333833,1.1,5,9
2241333836,7.4,9,3
2241333838,1.1,6,4
2241333839,2.0,6,5
2241333842,8.5,9,5
2241333845,9.3,4,3
2241333846,7.0,7,2
2241333851,10.7,2,6
2241333853,9.5,7,9
2241333859,0.8,6,2
2241333861,8.7,6,1
2241333865,7.3,5,2
2241333867,9.5,5,4
2241333870,5.2,5,6
2241333872,5.5,6,1
2241333874,8.3,1,-5
2241333878,9.6,6,2
2241333882,6.5,8,0
2241333887,6.4,1,4
2241333889,4.8,8,-4
2241333890,5.7,6,6
2241333891,11.0,7,5
2241333895,3.7,5,8
2241333899,6.3,9,-3
2241333902,4.6,4,7
2241333903,4.2,3,-5
2241333908,6.3,8,0
2241333911,1.1,5,1
2241333917,5.4,3,-5
2241333923,1.3,4,9
2241333927,2.9,4,-2
2241333933,2.9,7,4
2241333939,5.0,1,4
2241333942,7.9,7,-5
2241333948,2.4,5,5
2241333952,8.9,3,7
2241333954,4.6,9,9
2241333956,7.0,6,0
2241333958,1.8,4,8
2241333962,8.4,7,6
2241333967,1.9,7,0
2241333968,5.9,3,3
2241333972,1.7,7,5
2241333974,2.7,2,2
2241333979,10.4,2,9
2241333983,5.1,6,0
2241333988,1.4,8,3
2241333991,9.2,1,9
2241333992,2.4,7,8
2241333995,11.3,2,9
2241334000,1.5,6,4
2241334006,1.5,5,8
2241334008,0.6,6,2
2241334011,1.4,5,2
2241334016,1.7,4,9
2241334022,5.4,2,0
2241334028,1.9,4,7
2241334030,2.1,6,6
2241334032,3.0,2,3
2241334037,7.3,5,4
2241334043,2.9,9,6
2241334049,10.4,6,2
2241334055,2.1,6,6
2241334059,11.2,1,8
2241334063,1.3,7,5
2241334069,8.1,9,3
2241334072,4.6,8,-1
2241334077,7.1,4,0
2241334078,0.5,1,4
2241334080,1.0,5,9
2241334082,0.5,4,4
2241334085,8.4,9,4
2241334090,7.6,5,8
2241334093,0.5,5,0
2241334099,3.0,3,0
2241334101,1.6,4,4
2241334106,2.2,6,8
2241334111,4.7,2,7
2241334112,8.1,1,-2
2241334116,10.9,7,1
2241334118,2.3,2,5
2241334119,2.0,4,1
2241334124,11.9,9,4
2241334130,1.3,5,7
2241334131,3.2,4,8
2241334135,4.3,2,5
2241334141,4.2,1,-3
2241334142,0.7,6,1
2241334143,7.3,3,8
2241334147,3.2,1,9
2241334153,0.8,4,1
2241334155,3.4,2,5
2241334161,4.5,3,1
2241334163,4.4,1,9
2241334167,8.6,8,4
2241334172,2.0,5,7
2241334176,9.2,1,8
2241334177,11.3,2,1
2241334178,0.4,2,0
2241334180,9.8,3,6
2241334183,2.5,6,2
2241334185,7.7,2,0
2241334188,2.3,4,5
2241334192,1.7,1,2
2241334195,9.8,9,4
2241334201,7.1,6,6
2241334203,1.9,6,0
2241334208,1.4,7,6
2241334212,10.4,9,2
2241334218,1.6,7,9
2241334224,6.2,8,4
2241334228,9.8,3,1
2241334233,6.8,2,2
2241334235,3.5,7,6
2241334241,2.2,6,5
2241334245,4.9,8,0
2241334246,5.4,8,4
2241334251,2.4,4,9
2241334253,11.7,1,4
2241334257,2.2,4,7
2241334262,10.5,8,4
2241334268,10.9,5,6
2241334271,7.9,7,9
2241334273,9.3,4,8
2241334274,6.5,8,4
2241334275,1.9,6,6
2241334277,5.3,6,3
2241334281,1.7,7,9
2241334285,8.6,2,-2
2241334289,5.7,6,7
2241334292,3.8,9,2
2241334293,4.4,9,8
2241334299,5.7,3,2
2241334302,1.8,5,4
2241334305,1.9,5,8
2241334306,2.6,6,7
2241334311,0.6,4,2
2241334315,6.0,8,2
2241334318,9.9,6,7
2241334319,5.3,1,3
2241334321,7.0,6,0
2241334327,5.0,5,5
2241334333,2.7,3,7
2241334334,1.0,3,0
2241334337,9.4,3,2
2241334343,7.7,2,3
2241334346,1.4,1,4
2241334351,0.5,8,6
2241334352,7.6,7,0
2241334356,4.3,6,0
2241334360,5.1,2,4
2241334366,5.0,5,2
2241334367,10.3,8,7
2241334372,10.4,1,-4
2241334374,5.3,5,0
2241334379,2.6,4,0
2241334383,3.8,8,1
2241334384,1.5,3,3
2241334387,4.5,6,5
2241334390,0.4,4,9
2241334392,1.1,4,6
2241334394,1.3,5,9
2241334396,5.2,1,9
2241334400,4.2,6,-1
2241334402,5.0,9,0
2241334405,7.2,3,5
2241334411,0.8,6,3
2241334412,7.0,7,4
2241334418,10.4,3,-3
2241334420,1.9,8,3
2241334426,3.9,9,8
2241334431,9.8,7,-1
2241334435,1.4,2,5
2241334438,0.5,5,7
2241334442,9.9,8,4
2241334444,0.6,3,9
2241334447,1.7,5,4
2241334450,3.8,9,8
2241334455,2.5,5,9
2241334461,2.1,6,0
2241334466,0.5,6,2
2241334472,11.6,7,0
2241334473,6.8,9,1
2241334475,7.1,5,0
2241334480,2.6,4,1
2241334483,2.8,4,6
2241334487,0.5,4,5
2241334490,2.5,5,4
2241334491,8.7,8,6
2241334493,11.9,4,3
2241334498,11.1,6,-1
2241334499,10.3,4,0
2241334504,7.7,7,3
2241334510,2.6,5,1
2241334511,2.3,3,2
2241334514,7.1,7,9
2241334519,0.3,6,8
2241334520,7.9,4,8
2241334523,10.1,3,5
2241334524,3.4,3,9
2241334525,9.8,4,8
2241334526,7.4,8,0
2241334527,8.1,8,4
2241334528,1.0,5,0
2241334533,10.3,7,9
2241334537,0.6,6,3
2241334541,1.8,1,3
2241334543,1.6,3,3
2241334547,0.5,2,4
2241334550,8.0,7,2
2241334555,8.2,1,3
2241334560,4.3,2,7
2241334561,10.1,8,6
2241334565,7.4,9,1
2241334571,10.1,2,1
2241334574,8.9,6,3
2241334580,2.6,3,-4
2241334586,1.5,4,0
2241334591,0.2,1,5
2241334595,7.0,2,3
2241334599,4.3,3,1
2241334601,11.0,4,0
2241334604,1.3,9,7
2241334608,3.0,2,8
2241334613,11.1,6,8
2241334615,4.0,9,7
2241334618,5.8,8,7
2241334622,1.4,5,4
2241334625,0.8,6,1
2241334626,9.1,8,8
2241334632,11.3,2,-5
2241334637,3.0,8,7
2241334641,4.7,5,8
2241334642,4.4,7,-3
2241334645,1.4,5,3
2241334650,0.8,5,0
2241334652,0.5,2,7
2241334654,4.5,4,6
2241334657,0.8,6,7
2241334660,2.6,8,7
2241334663,11.5,4,0
2241334669,7.8,7,-2
2241334675,9.1,2,-5
2241334676,2.8,5,4
2241334678,4.0,3,-2
2241334680,2.3,9,8
2241334684,7.4,9,-4
2241334686,6.5,7,8
2241334690,4.2,1,0
2241334695,10.7,1,3
2241334700,1.4,5,9
2241334705,5.6,4,8
2241334710,8.2,3,5
2241334716,3.7,4,1
2241334718,0.8,2,6
2241334722,3.8,3,9
2241334726,5.8,8,5
2241334729,10.8,2,8
2241334735,11.2,4,1
2241334737,2.8,6,8
2241334743,3.0,4,1
2241334747,2.3,3,1
2241334751,8.2,8,1
2241334756,2.5,6,3
2241334759,0.1,5,4
2241334762,9.4,5,2
2241334768,1.9,3,-1
2241334769,1.4,5,2
2241334771,10.9,6,0
2241334772,3.0,4,9
2241334777,4.0,6,6
2241334780,0.6,4,0
2241334784,7.7,3,0
2241334786,10.0,8,8
2241334790,6.1,6,3
2241334793,3.4,4,1
2241334794,0.2,6,7
2241334795,2.6,3,7
2241334796,8.0,9,8
2241334802,10.6,2,5
2241334804,5.0,3,4
2241334810,7.5,8,2
2241334813,4.9,3,2
2241334816,5.9,4,1
2241334817,10.9,9,-2
2241334819,0.4,6,3
2241334823,0.2,2,5
2241334826,0.9,5,4
2241334831,2.7,4,6
2241334832,6.6,3,4
2241334835,6.8,9,5
2241334839,1.5,6,8
2241334840,6.8,2,1
2241334843,1.7,1,4
2241334844,0.3,4,6
2241334849,11.5,1,1
2241334850,0.7,4,1
2241334854,2.2,9,7
2241334856,2.5,9,2
2241334858,1.3,3,9
2241334863,3.9,3,6
2241334866,2.2,8,1
2241334869,9.6,8,-1
2241334873,3.8,4,-1
2241334875,1.9,4,5
2241334876,11.5,1,0
2241334877,4.8,3,1
2241334878,2.8,6,9
2241334880,0.3,5,5
2241334885,2.2,4,1
2241334888,9.9,2,1
2241334892,9.2,8,2
2241334893,8.5,2,4
2241334895,5.4,3,6
2241334901,0.3,4,7
2241334906,0.4,4,3
2241334911,7.2,1,-1
2241334912,2.5,6,8
2241334914,2.1,2,9
2241334919,1.0,5,6
2241334922,0.8,3,4
2241334927,4.3,8,4
2241334929,4.5,2,8
2241334931,2.3,5,8
2241334936,4.3,9,-5
2241334937,1.4,5,2
2241334942,2.1,4,5
2241334947,1.1,6,3
2241334953,5.6,3,5
2241334959,7.6,4,4
2241334961,6.0,2,5
2241334962,10.0,4,2
2241334966,3.5,8,-3
2241334969,11.1,6,-3
2241334974,11.2,3,0
2241334976,2.0,3,2
2241334982,0.1,5,6
2241334984,2.4,3,0
